Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language,Country,Location,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
"As to make the scariest horror game, I’ll watch the scary movies in order to awaken my horror soul. THE EYE is the Thai horror movie I rent when making PT but was too scary to finish watching. The package is scary so I rented the disc only. Will I be able to finish watching? https://t.co/BVwPruUAvt",2019/11/22 23:12,2673,15662,18335,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJ-55_EU0AAGHQ4.jpg,http://pbs.twimg.com/media/EJ-55-9U8AE24OT.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam Porter Bridges in the world, thanks for doing the delivery mission, building highway, infrastructure, communication network. There’ll be timefall tonight and gets chilly out there. Pls be careful when delivering this weekend. 
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/hc3tQb1yU6",2019/11/22 22:17,578,4624,5202,2,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJ-tYXwVAAI_ZKh.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Restarted from zero. Just like the naked Sam stranded in the beach, I had nothing. But I only had a connection. Tracing the connection, crossing the rivers and the mountains I made the solid knot with many supporters. Connected DS &amp; users, players each other and the outer world. https://t.co/m793uaF1dU",2019/11/22 15:03,1594,13309,14903,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJ9KLTZVUAAJM1Q.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Let’s get connected in this weekend with people in Taipei. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/dTABeChpbm",2019/11/22 14:57,66,612,678,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJ9IuOxU8AEhPDC.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"It’s been 2 weeks since the launch. To Sam Porter Bridges in the world, thanks for connecting the world. The ones addicted to DS, the ones finished the story, everyone’s connected. 
TOMORROW IS IN YOUR HANDS.

#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/6l1r0ggVMu",2019/11/22 14:54,414,3643,4057,3,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EJ9IBAPVUAE2rxT.jpg,http://pbs.twimg.com/media/EJ9IBAPU0AE_a5b.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"That beautiful SILENT POETS new song (ALMOST NOTHING) in DEATH STRANDING (few times depending on the route) and at the ending.

https://t.co/4Ix35mkvj6
TOMORROW IS IN YOUR HANDS.
#デスストでつながれ
#デススト
#silentpoets
#okaykaya
#DeathStranding?????????
#TomorrowIsInYourHands https://t.co/LQFEuA4OhK",2019/11/22 14:43,159,1195,1354,6,0,1,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,silentpoets,okaykaya,DeathStranding,TomorrowIsInYourHands",,http://lnkfi.re/almostnothing,http://pbs.twimg.com/ext_tw_video_thumb/1197752460263088130/pu/img/I2Znp_1_rRtnxtSF.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Received Peter Tieryas' French version of MECHA SAMURAI EMPIRE from France. Thank you very much! The right one is the limited edition! https://t.co/P7ihwezYmR,2019/11/21 17:06,83,947,1030,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJ4cu5JUwAAhe0J.jpg,http://pbs.twimg.com/media/EJ4cu5KUwAAQsvw.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"When I go on the world tour, I meet Cosplayers from all over the world. Strangely enough there’s no one specific character they cos but the varieties. Sam, Cliff, Frangile, Amelie, Higgs, Mama, Deadman, Heartman, Diehardman. No.1 I see is Fragile cos &amp; many female does Cliff cos. https://t.co/tOARZwkgPw",2019/11/21 8:14,371,4824,5195,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJ2i9lfUYAAfr1T.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Good morning.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/YYOqMqsLCg",2019/11/21 7:57,212,2591,2803,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJ2fErlUYAAeyzo.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Since I want to hear Alicia Vikander’s fluent Japanese I’m going to watch EARTHQUAKE BIRD now. https://t.co/82Ve5dx2c9,2019/11/20 23:49,235,2542,2777,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJ0vL35UcAAJ_qa.jpg,http://pbs.twimg.com/media/EJ0vL36VAAIl7lz.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Received the book of the architect, BORIS VELIKOVSKY from Sergei Kolobashkin. Thank you very much. https://t.co/ajOXtWcP5V",2019/11/20 18:13,73,853,926,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJziXpZVUAAyi5m.jpg,http://pbs.twimg.com/media/EJziXpaUwAAviQC.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Mamoru Oshii(Ghost In The Shell) talks about DEATH STRANDING. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?    
#TomorrowIsInYourHands https://t.co/buJovmKtYi",2019/11/20 17:24,1019,4984,6003,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1197067595372843008/pu/img/yJpFv77c2VQ8R1p9.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Creative Director, Jenova Chen known as Flower, Journey, and Sky has visited Kojima Productions. Thank you very much for the special gift. ?????? https://t.co/mwVWrVwoGS",2019/11/20 13:40,248,2966,3214,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJyjymXUcAAGp1N.jpg,http://pbs.twimg.com/media/EJyjymVU4AAB7rp.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam “Porter” Bridges in the world, thank you for delivering packages. I know you are still in middle of connecting the world but DEATH STRANDING has been nominated The Game Awards. Thank you very much. You can vote from here. 
https://t.co/vXStBWVEJX https://t.co/mPPPg8xq1H",2019/11/20 13:13,1274,11003,12277,0,0,1,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,https://thegameawards.com/nominees,http://pbs.twimg.com/ext_tw_video_thumb/1197004864519208960/pu/img/HQSrpam2o3iTM44J.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Good morning https://t.co/0q4Q8pzm11,2019/11/20 8:27,1302,14538,15840,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJxcMhJU8AAid5U.jpg,http://pbs.twimg.com/media/EJxcMhKUEAUkH09.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The hoodie I received from the fan. Thank you very much, it is very warm. Got connected.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding    
#TomorrowIsInYourHands https://t.co/glk6yXcheu",2019/11/19 15:38,705,5830,6535,5,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EJt1ZbgUUAAFUZ9.jpg,http://pbs.twimg.com/media/EJt1ZbpUEAArsqo.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
So happy to receive the early Christmas gift from Kawaguchi-san of Sony. walkman 40th anniversary model! Thank you very much! The walkman that changed my life and changed how I see the world 40 years ago!!! https://t.co/ELQRVX6oSK,2019/11/19 11:20,144,1644,1788,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJs6W7mUYAEQ3H5.jpg,http://pbs.twimg.com/media/EJs6W7oUUAEq2eP.jpg,http://pbs.twimg.com/media/EJs6W7mUYAACaKm.jpg,http://pbs.twimg.com/media/EJs6W7xUwAEkI3p.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam Porter Bridges in the world, thanks for connecting everyone. I know there’s Sam who’s still delivering, became a delivery addicted, building the highway, anxiouo about the story. It’s replayable even once finished. You play alone but not entirely alone. Be connected? https://t.co/uHIt5wYNJK",2019/11/19 11:16,2639,19842,22481,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJs5aazU8AA5lGu.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"How is your “BB (Baby)” doing? Are you guys connecting?

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/3cHvVOx7uL",2019/11/19 8:08,307,3657,3964,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJsOXsUU4AE2bNo.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Good morning https://t.co/aEoThvW0bS,2019/11/19 8:07,173,2505,2678,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJsOApwUcAAK5Lp.jpg,http://pbs.twimg.com/media/EJsOAp1U4AAoL7A.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"There’s no explanation about each type of BT in DS. But as same as the Facehugger or Chestburster in Alien, we internally name them. Gazer who floats in the air, Hunter who drags you in to the tar ground and the giant creature is called Catcher. https://t.co/Ih1UZsEedt",2019/11/18 21:24,2143,16384,18527,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJp6_LbUwAA0bx7.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam in the world, thanks for delivering packages. I see many of you have been finishing the game. Which character do you like or feel sympathy with?
TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/N4BwNteAfN",2019/11/18 9:54,786,7785,8571,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJnc-IUVUAA3W6i.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Good morning.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/NZu4Z7OUCL",2019/11/18 9:22,230,2298,2528,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJnVub0U4AA6x_9.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Thanks to Sony Singapore team for your support today! 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding https://t.co/oU2MJm3cDI",2019/11/18 1:02,111,1615,1726,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding",,,http://pbs.twimg.com/media/EJljUJKUEAIEYM-.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Looks like a highway. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding??????
#TomorrowIsInYourHands https://t.co/oiiU5TVXVI",2019/11/17 15:04,98,1332,1430,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJjaZyHU0AIQiNS.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Wanna build the highway. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/r9ZmmFLSea",2019/11/17 13:47,74,937,1011,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJjIsi9UcAAtQd0.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Are you connecting?

Are you connected?

Have you been connected? 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/KMjvJoQlbm",2019/11/17 9:43,1089,7488,8577,5,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EJiQyrCUEAI94Ut.jpg,http://pbs.twimg.com/media/EJiQyrCUwAU_TUG.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"On my way!

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/qw2poVLxle",2019/11/16 15:36,121,990,1111,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJeX_36UcAIA1z_.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Nakamura-kun, the member of cinematic team who will come along with us throughout the World Strand Tour in Asia. He will film and edit by iPhone. Stay tuned.
TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/pKOkfwwMwT",2019/11/16 8:13,97,1364,1461,5,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EJcyzBcUYAAvdMe.jpg,http://pbs.twimg.com/media/EJcyzBaVUAEYNHP.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam Porter Bridges all over the world, you’re doing good work of connecting chiral network, making delivery &amp; building highway. For those who finished the story or who addicted to delivery pls enjoy the DS over the weekend.
TOMORROW IS IN YOUR HANDS.
#DeathStranding https://t.co/V1awab3k5K",2019/11/16 7:15,2790,20024,22814,1,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,DeathStranding,,,http://pbs.twimg.com/media/EJclgzlU8AAukZ5.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Good morning.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/0w5zzneqA5",2019/11/16 7:09,129,1286,1415,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJcj_4xUwAAnMZM.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"How ""Death Stranding""?with Norman Reedus bridges the gap between videogames and cinema https://t.co/Hr0OXCnmIK",2019/11/15 14:57,633,5031,5664,0,0,1,0,HIDEO_KOJIMA_EN,,Original Tweet,Text,いいえ,いいえ,English,,,,,,,https://ew.com/gaming/2019/11/14/death-stranding-norman-reedus-mads-mikkelsen/?utm_source=twitter.com&utm_medium=social&utm_campaign=social-share-article,,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Do you like BB?

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/RudodjAsiX",2019/11/15 12:38,735,8614,9349,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJYlsL4U8AAH4Kn.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear fans of Norman, Mads, or movie lovers, are you enjoying DEATH STRANDING? I hope you start liking the game medium as much as the film. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/ND5z71jPxB",2019/11/15 8:26,1615,14970,16585,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJXsGGNVAAEvS0Z.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
